TotalComp,WideIndustry,Company,CEO,CityofBirth,StateofBirth,Age,Undergrad,UGDegree,Ugdate,Age ofUnder,Graduate,GradDegree,MBA,MasterPHd,G_date,AgeofGradu,YearsFirm,YearsCEO,Salary,Bonus,Other,StGains,Compfor5Yrs,StockOwned,Sales,Profits,ReturnOver5Yrs,Industry,,
2489570,Retailing,Gap,Mr. Donald G Fisher,San Francisco,CA,65,U of Cal Berkel,BS,50,21,,none,0,0,,,25,25,1397810,1.08E+06,9259,,9866210,21.926,3296,258.4,37,Retailing-apparel,6,1397.81
583492,Retailing,US Shoe,Mr. Bannus B Hudson,Fort Scott,KS,48,U of Kansas,BS,68,22,,none,0,0,,,9,4,580000,,3492,,2464730,0.107,2626,-15.8,2,Retailing-apparel,6,580
2190870,Retailing,TJX Cos,Mr. BernardCammarata,Brooklyn,NY,54,,,,,,none,0,0,,,18,5,738942,462282,989642,,7977850,0.312,3627,127,14,Retailing-apparel,6,738.942
2360510,Retailing,Best Buy,Mr. Richard M Schulze,St. Paul,MN,53,,,,,,none,0,0,,,28,28,492308,175000,26548,1.67E+06,3949360,25.213,2427,31.1,62,Retailing-consumer electronics,6,492.308
13565100,Retailing,Circuit City Stores,Mr. Richard L Sharp,Washington,DC,47,,,,,,none,0,0,,,11,8,583012,870000,,1.21E+07,18357100,1.024,3822,125.4,14,Retailing-consumer electronics,6,583.012
1296130,Retailing,Intelligent Electron,Mr. Richard D Sanford,New York,NY,50,Hofstra U,BA,71,27,,none,0,0,,,12,12,748056,450000,98072,,4044910,11.394,2646,42.9,44,Retailing-consumer electronics,6,748.056
1381120,Retailing,Tandy,Mr. John V Roach,Stamford,TX,55,Texas Christian,BA,61,22,Texas Christian,MBA,1,1,65,26,27,13,647500,647500,86115,,5175120,0.155,4103,83.8,-1,Retailing-consumer electronics,6,647.5
2193570,Retailing,Federated Department,Mr. Allen I Questrom,Boston,MA,54,Boston U,BA,64,24,,none,0,0,,,4,4,1200000,,993572,,8239230,0.004,7229,196.8,18,Retailing-department stores,6,1200
4705780,Retailing,May Department Store,Mr. David C Farrell,Chicago,IL,60,Antioch U,BA,56,22,,none,0,0,,,38,15,1100000,408112,880652,2.32E+06,13793300,0.315,11529,711,21,Retailing-department stores,6,1100
4173010,Retailing,Sears Roebuck,Mr. Edward A Brennan,Chicago,IL,60,Marquette U,BS,55,21,,none,0,0,,,38,8,1025000,2.05E+06,26548,1.07E+06,11161000,0.045,50838,2409.1,10,Retailing-department stores,6,1025
668397,Retailing,Mercantile Stores,Mr. David L Nichols,Toledo,OH,51,U of Toledo,BS,90,47,,none,0,0,,,30,2,480000,160000,28397,,,0.014,2730,86.6,-1,Retailing-department stores,6,480
2345800,Retailing,JC Penney,Mr. William R Howell,Claremore,OK,58,U of Oklahoma,BBA,58,22,,none,0,0,,,36,11,691967,1.05E+06,532992,71956,10613300,0.072,19578,944,19,Retailing-department stores,6,691.967
2084010,Retailing,Dillard Department S,Mr. William T Dillard Sr,Mineral Spr,AR,79,U of Arkansas,BBA,35,20,Columbia,MS,0,1,37,22,55,55,835000,1.14E+06,114013,,11567400,1.04,5131,241.1,15,Retailing-department stores,6,835
2477660,Retailing,Carter Hawley Hale S,Mr. David L Dworkin,Cleveland,OH,50,Webster U,BA,74,30,,none,0,0,,,1,1,1000000,,1477660,,,0.00001,2093,-95.9,-34,Retailing-department stores,6,1000
1762750,Retailing,Rite Aid,Mr. AlexGrass,Scranton,PA,66,U of Florida,LLB,49,21,,none,0,0,,,41,32,1125000,,2000,635751,6077500,2.78,4289,126.5,5,Retailing-drugdiscount,6,1125
615715,Retailing,Bradlees,Mr. Barry A Berman,Boston,MA,52,Northeastern U,BS,64,22,,none,0,0,,,27,2,500032,,115683,,,0.328,1881,13.5,24,Retailing-drugdiscount,6,500.032
1654250,Retailing,Eckerd,Mr. StewartTurley,Mt. Sterling,KY,59,,,,,,none,0,0,,,28,19,591351,135906,926993,,3515620,1.677,4191,41.4,71,Retailing-drugdiscount,6,591.351
1745060,Retailing,Kmart,Mr. Joseph E Antonini,Morgantown,WV,52,West Virginia U,BS,64,22,,none,0,0,,,30,7,850000,604901,290162,,6285850,0.044,34557,-912,3,Retailing-drugdiscount,6,850
583737,Retailing,Revco DS,Mr. D DwayneHoven,Jackson,AL,52,Auburn U,BS,64,22,,none,0,0,,,7,1,394339,189398,,,,0.052,2420,30.5,42,Retailing-drugdiscount,6,394.339
1034240,Retailing,Wal-Mart Stores,Mr. David D Glass,Mountainview,MO,58,SW Missouri St,BS,59,23,,none,0,0,,,18,6,850000,,184235,,11777400,0.118,67345,2333.3,27,Retailing-drugdiscount,6,850
2528790,Retailing,Venture Stores,Mr. JulianSeeherman,Wilkes Barre,PA,64,Syracuse U,BA,51,21,,none,0,0,,,17,10,485000,233965,1809820,,4430300,0.625,1863,43.9,42,Retailing-drugdiscount,6,485
2533770,Retailing,Fred Meyer,Mr. Robert G Miller,Louisville,MS,50,,,,,,none,0,0,,,3,3,505610,409251,693912,925000,,0.625,2979,70.9,19,Retailing-drugdiscount,6,505.61
785693,Retailing,Hook-SupeRx,Mr. Philip E Beekman,Verona,NJ,63,Dartmouth,AB,53,22,,none,0,0,,,8,8,550000,,235693,,5987830,5.153,2304,-3.3,-11,Retailing-drugdiscount,6,550
1693320,Retailing,Walgreen,Mr. Charles R Walgreen II,Chicago,IL,58,U of Michigan,BS,58,22,,none,0,0,,,42,23,710000,373410,609912,,6851380,0.507,8498,249.9,19,Retailing-drugdiscount,6,710
477373,Retailing,Longs Drug Stores,Mr. Robert M Long,Oakland,CA,56,Claremont McKen,BA,60,22,,none,0,0,,,33,17,103000,282610,91763,,2432240,10.01,2499,49.8,2,Retailing-drugdiscount,6,103
675000,Retailing,Ames Department Stor,Mr. PeterThorner,Brooklyn,NY,50,CUNY Brooklyn,BS,65,21,,none,0,0,,,4,1,450000,225000,,,,0.00001,2309,,141,Retailing-drugdiscount,6,450
1144850,Retailing,Dayton Hudson,Mr. Robert J Ulrich,Minneapolis,MN,50,U of Minnesota,BA,67,23,,none,0,0,,,27,1,842796,,302050,,,0.011,19233,375,12,Retailing-drugdiscount,6,842.796
831873,Retailing,Caldor,Mr. Don R Clarke,Rexburg,ID,48,Brigham Young U,BS,70,24,Washington Stat,MBA,1,1,71,25,8,8,531250,297675,2948,,6057400,1.024,2414,41.4,14,Retailing-drugdiscount,6,531.25
,Retailing,Woolworth,Mr. John W Adams,Canada,,69,,,,,,none,0,0,,,1,1,,,,,,0.008,9626,-495,-6,Retailing-drugdiscount,6,
790262,Retailing,Payless Cashways,Mr. DavidStanley,Kansas City,MO,58,Columbia,LLB,57,21,,none,0,0,,,14,12,600000,180000,10262,,3107920,0.091,2650,30.2,15,Retailing-home improvement,6,600
423278,Retailing,Hechinger,Mr. John W Hechinger Jr,Washington,DC,44,Boston C,BS,72,22,,none,0,0,,,22,4,422500,,778,,1780070,1.173,2095,24.8,-3,Retailing-home improvement,6,422.5
1543650,Retailing,Lowe's Cos,Mr. Leonard G Herring,Snow Hill,NC,66,U of North Caro,BS,48,20,,none,0,0,,,38,16,535000,373750,193023,441875,4215090,1.251,4538,131.8,43,Retailing-home improvement,6,535
2844130,Retailing,Home Depot,Mr. BernardMarcus,Newark,NJ,65,Rutgers,BS,54,25,,none,0,0,,,16,16,600000,2.08E+06,164134,,10784800,3.326,9239,457.4,51,Retailing-home improvement,6,600
779955,Retailing,Waban,Mr. Herbert J Zarkin,Haverhill,MA,55,,,,,,none,0,0,,,5,1,441135,237479,3491,97850,,0.145,3589,-18.7,1,Retailing-home improvement,6,441.135
1732680,Retailing,Spiegel,Mr. John J Shea,Newark,NJ,56,La Salle,BS,59,21,U of Pittsburgh,MS,0,1,60,22,14,9,550000,605500,143218,433960,5928980,0.079,2596,48.7,34,Retailing-home shopping,6,550
779590,Retailing,Service Merchandise,Mr. RaymondZimmerman,Memphis,TN,61,,,,,,none,0,0,,,34,21,750000,,29590,,5401440,5.138,3815,82.3,13,Retailing-home shopping,6,750
13944500,Retailing,CUC International,Mr. Walter A Forbes,Rockford,IL,51,Northwestern U,BS,61,18,Harvard,MBA,1,1,68,25,18,18,583958,575000,144965,1.26E+07,18809500,0.832,843,80,62,Retailing-home shopping,6,583.958
1683100,Retailing,Office Depot,Mr. David I Fuente,Chicago,IL,48,Purdue U,BS,67,21,Purdue U,MS,0,1,69,23,6,6,550000,864981,4497,263625,32182100,0.261,2580,63.4,45,Retailing-specialty retailers,6,550
903045,Retailing,Kohl's,Mr. William S Kellogg,Milwaukee,WI,50,,,,,,none,0,0,,,28,15,686250,194737,22058,,,13.117,1306,55.7,86,Retailing-specialty retailers,6,686.25
32228000,Retailing,AutoZone,Mr. Joseph R Hyde III,Memphis,TN,51,U of North Caro,BS,65,22,,none,0,0,,,29,22,551670,551670,7552,3.11E+07,34960900,10.038,1287,91.8,52,Retailing-specialty retailers,6,551.67
15556700,Retailing,Blockbuster Entertai,Mr. H WayneHuizenga,Evergreen Park,IL,56,,,,,,none,0,0,,,7,7,444231,112500,,1.50E+07,18053500,4.38,2227,243.6,30,Retailing-specialty retailers,6,444.231
973695,Retailing,Toys `R' Us,Mr. MichaelGoldstein,Brooklyn,NY,53,CUNY Queens,BA,63,22,,none,0,0,,,11,1,175000,772753,25942,,,0.012,7946,483,16,Retailing-specialty retailers,6,175
6519540,Retailing,Price/Costco,Mr. James D Sinegal,Pittsburgh,PA,58,San Diego State,BA,59,23,,none,0,0,,,9,6,300000,,20625,6.20E+06,8217950,1.381,15681,145.9,2,Retailing-specialty retailers,6,300
2993000,Transport,Union Pacific,Mr. DrewLewis,Philadelphia,PA,62,Haverford C,BS,53,21,Harvard,MBA,1,1,55,23,8,7,850000,1.45E+06,692997,,19079300,0.084,7561,705,15,Transport-railroad,7,850
1479280,Transport,Norfolk Southern,Mr. David R Goode,Vinton,VA,53,Duke U,AB,62,21,Harvard,JD,0,1,65,24,29,2,535000,376480,567800,,,0.016,4460,548.8,18,Transport-railroad,7,535
5584670,Transport,CSX,Mr. John W Snow,Toledo,OH,54,U of Toledo,BA,62,22,U of Virginia,PhD,0,1,65,25,17,5,746758,850894,1740150,2.25E+06,15755800,0.244,8940,359,26,Transport-railroad,7,746.758
6333720,Transport,Conrail,Mr. James A Hagen,Forrest City,IA,62,St Ambrose C,BA,56,24,U of Iowa,MA,0,1,58,26,5,5,646899,19500,15434,5.65E+06,10435700,0.092,3453,234,32,Transport-railroad,7,646.899
4308540,Transport,Santa Fe Pacific,Mr. Robert D Krebs,Sacramento,CA,52,Stanford U,BA,64,22,Harvard,MBA,1,1,66,24,28,7,450000,143550,82544,3.63E+06,8665240,0.165,2726,338.8,18,Transport-railroad,7,450
1660690,Transport,Illinois Central,Mr. E HunterHarrison,Memphis,TN,49,Memphis State U,BA,68,23,,none,0,0,,,5,1,368442,350000,942248,,,0.312,565,91.7,43,Transport-railroad,7,368.442
5214890,Transport,Burlington Northern,Mr. GeraldGrinstein,Seattle,WA,61,Yale,BA,54,21,Harvard,LLB,0,1,57,24,7,5,600000,767760,3847130,,13553200,0.317,4699,296,26,Transport-railroad,7,600
6287640,Transport,Kansas City Southern,Mr. Landon H Rowland,Fuquay Springs,NC,57,Dartmouth,BA,59,22,Harvard,LLB,0,1,62,25,14,7,500345,,552624,5.23E+06,11341700,0.533,961,97,43,Transport-railroad,7,500.345
600000,Transport,Southern Pacific Rai,Mr. Edward L Moyers,Vicksburg,MS,65,Louisiana Tech,BS,55,26,,none,0,0,,,1,1,600000,,,,,0.00001,2919,-44.9,,Transport-railroad,7,600
1367380,Transport,Consolidated Freight,Mr. Donald E Moffitt,Terre Haute,IN,62,,,,,,none,0,0,,,39,3,600028,603028,138545,25777,2760190,0.003,4192,50.6,-1,Transport-shipping,7,600.028
420079,Transport,Yellow Corp,Mr. George E Powell III,Kansas City,MO,45,Indiana U,BS,70,21,,none,0,0,,,23,4,360000,,60079,,2204750,1.142,2857,18.8,1,Transport-shipping,7,360
618926,Transport,Federal Express,Mr. Frederick W Smith,Marks,MS,49,Yale,BA,66,21,,none,0,0,,,23,19,550368,,68558,,3354580,8.721,8253,179.5,8,Transport-shipping,7,550.368
863009,Transport,Roadway Services,Mr. Joseph M Clapp,Greensboro,NC,57,U of North Caro,BS,58,21,,none,0,0,,,27,7,325000,271104,266905,,4219780,0.205,4156,119.3,20,Transport-shipping,7,325
2451950,Transport,Ryder System,Mr. M AnthonyBurns,Las Vegas,NV,51,Brigham Young U,BS,64,21,U of Cal Berkel,MBA,1,1,65,22,20,11,725000,460000,16861,1.25E+06,6896010,0.129,4217,114.7,5,Transport-shipping,7,725
1066960,Transport,American President C,Mr. John M Lillie,Chicago,IL,57,Stanford U,BS,59,22,Stanford U,MBA,1,1,64,27,4,2,553800,403997,109161,,3316540,0.059,2594,80.1,8,Transport-shipping,7,553.8
526881,Travel,Continental Airlines,Mr. Robert R Ferguson III,Orange,NJ,45,Lehigh U,BS,72,23,,none,0,0,,,9,3,526881,,,,,0.00001,5775,,,Travel-airlines,8,526.881
1003970,Travel,AMR,Mr. Robert L Crandall,Westerly,RI,58,U of Rhode Isla,BS,57,21,U of Pennsylvan,MBA,1,1,60,24,21,9,600000,,403974,,18463000,0.009,15816,-96,-1,Travel-airlines,8,600
787841,Travel,Delta Air Lines,Mr. Ronald W Allen,Atlanta,GA,52,Georgia Tech,BSI,64,22,,none,0,0,,,31,7,487500,,24716,275625,4998510,0.036,12295,-225.9,-4,Travel-airlines,8,487.5
2547860,Travel,UAL,Mr. Stephen M Wolf,Oakland,CA,52,San Francisco S,BA,65,23,,none,0,0,,,6,6,625000,,1922860,,31391100,0.39,14511,-31,2,Travel-airlines,8,625
1231690,Travel,USAir Group,Mr. Seth E Schofield,Staffordville,CT,54,,,,,,none,0,0,,,37,3,475635,,756053,,3120790,0.147,7083,-349.4,-28,Travel-airlines,8,475.635
914611,Travel,Northwest Airlines,Mr. John H Dasburg,New York,NY,50,U of Florida,BS,66,22,U of Florida,JD,0,1,73,29,5,4,463906,450705,,,,0.042,8649,-115.3,,Travel-airlines,8,463.906
996975,Travel,Southwest Airlines,Mr. Herbert D Kelleher,Camden,NJ,63,Wesleyan C,BA,53,22,NYU,LLB,0,1,56,25,27,13,395000,150000,64913,387062,3923760,0.812,2297,154.3,42,Travel-airlines,8,395
203020000,Travel,Walt Disney,Mr. Michael D Eisner,New York,NY,52,Denison U,BA,64,22,,none,0,0,,,10,10,750000,,9667,2.02E+08,236771000,0.561,8865,779.5,17,Travel-hotelsrecreation,8,750
1423520,Travel,Marriott Internation,Mr. J WillardMarriott J,Washington,DC,62,U of Utah,BS,54,22,,none,0,0,,,38,22,734231,645389,43895,,,4.845,8062,161,17,Travel-hotelsrecreation,8,734.231
800000,Travel,Circus Circus Enterp,Mr. Clyde T Turner,Las Vegas,NV,56,U of Nevada Las,BS,60,22,,none,0,0,,,1,1,800000,,,,,0.003,955,116.2,22,Travel-hotelsrecreation,8,800
3367040,Travel,Caesars World,Mr. HenryGluck,Germany,,66,U of Pennsylvan,BS,50,22,,none,0,0,,,12,11,862400,848000,1656640,,12945000,1.189,1013,92.5,8,Travel-hotelsrecreation,8,862.4
1009850,Travel,Hilton Hotels,Mr. BarronHilton,Dallas,TX,66,,,,,,none,0,0,,,40,28,665128,340000,4717,,5140160,24.483,1358,102.7,2,Travel-hotelsrecreation,8,665.128
3514220,Travel,Promus Cos,Mr. Philip G Satre,Palo Alto,CA,45,Stanford U,BA,71,22,U of Cal Davis,JD,0,1,75,26,14,1,345639,342183,2826400,,,0.388,1252,91.8,51,Travel-hotelsrecreation,8,345.639
38010500,Travel,Mirage Resorts,Mr. Stephen A Wynn,New Haven,CT,52,U of Pennsylvan,BA,63,21,,none,0,0,,,21,21,1504940,,5564,3.65E+07,43492500,14.835,953,48.1,24,Travel-hotelsrecreation,8,1504.94
813524,Travel,Host Marriott,Mr. Stephen F Bollenbach,Los Angeles,CA,51,USC,BS,65,22,Cal St Los Ange,MBA,1,1,68,25,2,1,473077,327370,13077,,,0.006,1354,-60,10,Travel-hotelsrecreation,8,473.077
